video_id,url,my_outlier_score,title,title_chars,title_words,channel,channel_subs,published,days_old,duration,duration_s,format,views,likes,comments,views_per_day,views_per_sub,like_rate_pct,comment_rate_pct,thumbnail_url,thumb_maxres,tags,tag_count,chapters,description,desc_chars
E0kWbe4Wagc,https://youtu.be/E0kWbe4Wagc,100,Why Don't We Eat Hippos Meat?,29,6,NEXPSY,3030,2026-08-30,14,12:53,773,LONG,676484,3366,361,48320.3,223.26,0.5,0.053,https://i.ytimg.com/vi/E0kWbe4Wagc/maxresdefault.jpg,https://i.ytimg.com/vi/E0kWbe4Wagc/maxresdefault.jpg,,0,,"Ever wondered why hippo meat has never made it onto a supermarket shelf? In 1910, an American congressman almost turned the U.S. into a hippo-ranching nation to solve two crises at once — and the reason his plan failed reveals a 10,000-year-old decision that quietly shaped every animal on your plate today. This video breaks down the bizarre true history of the American Hippo Bill, why hippos are actually one of the deadliest animals on Earth, and the six brutal tests that decide which species get domesticated and which don't.
▸ TOPICS COVERED:
The 1910 American Hippo Bill and ""lake cow bacon""
Why hippos are more lethal than lions, leopards, and crocodiles combined
Jared Diamond's Anna Karenina principle of animal domestication
The six requirements every domesticated species must pass
Why zebras, rhinos, and hippos never made the list
How the Fertile Crescent locked in humanity's food system 10,000 years ago
▸ KEY FIGURES:
Robert F. Broussard, U.S. Congressman from Louisiana, sponsor of the American Hippo Bill (H.R. 23261) | Frederick Russell Burnham, American scout and explorer who testified in support of the bill | Theodore Roosevelt, former U.S. President who publicly backed the plan | Jared Diamond, evolutionary biologist and author of ""Guns, Germs, and Steel"" (1997)
▸ SOURCES:
https://www.smithsonianmag.com/history/how-the-us-almost-became-a-nation-of-hippo-ranchers-180982244/
https://en.wikipedia.org/wiki/American_Hippo_bill
https://www.themeateater.com/conservation/wildlife-management/how-americans-missed-their-chance-at-hippo-bacon
https://africacheck.org/fact-checks/meta-programme-fact-checks/yes-hippos-kill-around-500-people-year-africa
https://www.discoverwildlife.com/animal-facts/deadliest-animals-to-humans
⚠️ Disclaimer: This video is for educational and historical purposes only. Some statistics (such as annual hippo-related deaths) vary across sources and should be treated as estimates rather than precise figures. Species names, historical events, and conservation status are accurate as of research at time of production. Viewer discretion advised regarding descriptions of animal aggression and historical attitudes toward wildlife.
#NEXPSY #HippoBill #AnimalDomestication #FoodHistory #WhyWeEat #JaredDiamond #AmericanHistory #WildlifeFacts #FoodScience #EducationalYouTube",2323
t2HY3tSebNE,https://youtu.be/t2HY3tSebNE,100,Why Don't Wild Animals Eat Sleeping Humans ?,44,8,Bright Psycho,14500,2026-06-14,91,6:49,409,LONG,131058,4128,467,1440.2,9.04,3.15,0.356,https://i.ytimg.com/vi/t2HY3tSebNE/maxresdefault.jpg,https://i.ytimg.com/vi/t2HY3tSebNE/maxresdefault.jpg,"why don't wild animals eat sleeping humans, why predators don't attack sleeping humans, do animals attack sleeping humans, neophobia in predators, mountain lion behavior humans, grizzly bear camping safety, wolf behavior near humans, man eating lions of Tsavo, why animals avoid humans, animals afraid of humans, ancient humans apex predator, predator prey relationship humans, animal behavior",13,,"Every night millions of people sleep in tents in grizzly bear territory, wolf country, and mountain lion range. A grizzly can smell you from 20 miles away. A wolf can hear your heartbeat from over a mile away. A mountain lion could be sitting 30 feet from your tent right now — and you would have zero idea.
They are not missing you. They are choosing to leave you alone.
This video explains exactly why — and the answer will completely change how you think about predators, human evolution, and what is really happening in the dark just outside your tent.
What you will learn:

— Why sleeping humans trigger neophobia in large predators

— How humans drove the dire wolf, cave lion, and American cheetah to extinction

— Why a fed bear is genuinely a dangerous bear

— The real story behind the man-eating lions of Tsavo 1898

— Why the National Park Service records effectively zero fatal predator attacks on sleeping campers
⚠️ DISCLAIMER:

This video is for educational and entertainment purposes only. Do not attempt to sleep outdoors in wilderness areas without proper safety precautions, bear canisters, bear spray, and awareness of local wildlife activity. The facts presented in this video represent general predator behavior patterns — individual animal behavior can vary significantly. Always follow National Park Service and wildlife authority guidelines when camping in predator territory. Never feed wild animals. A fed bear is a dangerous bear.",1459
8SiHfv4QefU,https://youtu.be/8SiHfv4QefU,100,Why Don't We Eat Male Chickens?,31,6,Quirk,1880,2026-08-17,27,9:31,571,LONG,135212,3252,638,5007.9,71.92,2.41,0.472,https://i.ytimg.com/vi/8SiHfv4QefU/maxresdefault.jpg,https://i.ytimg.com/vi/8SiHfv4QefU/maxresdefault.jpg,"ancient human behavior, ancient humans, ancient life explained, broiler chickens, chicken eggs, chicken evolution, chicken farming, chicken history, domestication of chickens, egg farming, egg production, evolutionary anthropology, evolutionary psychology, hens, history documentary, history of chickens, homo sapiens, human evolution, human history, human nature, human origins, laying hens, male chickens, prehistoric life, rooster meat, roosters, selective breeding",27,,"🐔 Why Don't We Eat Male Chickens? | The Strange Problem Humans Created

Every chicken you eat came from a chicken family... but when you buy eggs, where are all the brothers?

A hen can produce hundreds of eggs every year. A rooster produces none. And that creates one of the strangest problems in modern agriculture: roughly half of the chicks born in egg production are male.

So what happens to them?

In this video, we'll discover why humans created two completely different types of chickens—one optimized for eggs and another for meat—and why male chicks from egg-laying breeds became an unexpected problem.

MORE VIDEO:
https://youtu.be/vHyPxzcWupU?si=FjOdiwBSXqdm41Qb
https://youtu.be/qjRUCTAaS2k?si=4CNCrNS3fh0oRp7u
https://youtu.be/i3YCyqgh8WY?si=3IT3U-PbXGzhg1fL",773
YHbWRPWWnZQ,https://youtu.be/YHbWRPWWnZQ,100,Why Wild Animals Won't Touch You When You're Asleep,51,9,Odd Questions,2020,2026-07-25,50,12:27,747,LONG,15468,402,57,309.4,7.66,2.6,0.369,https://i.ytimg.com/vi/YHbWRPWWnZQ/maxresdefault.jpg,https://i.ytimg.com/vi/YHbWRPWWnZQ/maxresdefault.jpg,"why do predators ignore sleeping humans, do wild animals attack sleeping people, mountain lion human voice study, why animals are afraid of humans, human apex predator, Tsavo man-eating lions, Champawat tiger, animal instinct science, evolutionary biology explained, wildlife behavior facts, sentinel function of sleep, why fire scares animals",12,,"You're asleep in a tent with nothing but a thin sheet of nylon between you and a forest full of lions, bears, wolves, and leopards — animals that can hear your heartbeat from across a clearing and see perfectly in total darkness. And yet you wake up untouched, every single time. It's not luck.

In this video, we break down the real science behind why predators almost never attack sleeping humans — from a 2017 study showing mountain lions fleeing at the sound of human voices and abandoning kills mid-meal, to the genetic legacy of thousands of years of hunting, the specific chemical signals your scent sends predators, why fire is one of the most powerful tools humans ever discovered, and the ""sentinel function"" that keeps your brain quietly on watch even while you're unconscious. We also cover the honest exceptions — the real cases, like the Tsavo lions and the Champawat tiger, where the normal rules broke down — and the strange, unintended consequences of an entire ecosystem being shaped by fear of us.

If you've ever wondered what's really happening in the dark outside your tent, this is the full explanation.

🔔 Subscribe for more deep dives into the hidden science behind everyday human and animal behavior

#AnimalBehavior #WildlifeFacts #Evolution #Predators #NatureFacts",1292
ruqekvtN1sk,https://youtu.be/ruqekvtN1sk,100,Why Don't Predators Eat Each Other?,35,6,Vynko Files ,381,2026-07-27,47,3:51,231,LONG,38309,273,56,815.1,100.55,0.71,0.146,https://i.ytimg.com/vi/ruqekvtN1sk/maxresdefault.jpg,https://i.ytimg.com/vi/ruqekvtN1sk/maxresdefault.jpg,"human evolution, prehistoric humans, yellowstone wolves, honey badger, animal facts, wildlife facts, nature facts, evolution explained, animal science, sketch animation, lions vs hyenas",11,,"A lion kills a hyena in seconds. Then walks away without eating it. Why?

Wolves kill coyotes and leave them. Orcas kill great white sharks for just the liver. Across nature, predators kill each other but refuse to eat the body.

It is not about hunger. It is about territory, power, and a cold survival calculation that rules every ecosystem on Earth.

Stay till the end. The last part completely changes how you see the wild.

Comment below: Which predator surprised you the most?

#Predators #AnimalFacts #Wildlife #Science #Evolution",537
WLojahX2w8c,https://youtu.be/WLojahX2w8c,85,Why Don't We Eat Male Chickens?,31,6,Knapp,3760,2026-08-10,34,8:29,509,LONG,279631,6170,785,8224.4,74.37,2.21,0.281,https://i.ytimg.com/vi/WLojahX2w8c/qhddefault.jpg,https://i.ytimg.com/vi/WLojahX2w8c/maxresdefault.jpg,"ancient humans, human evolution, evolutionary anthropology, ancient human behavior, prehistoric life, human origins, evolutionary psychology, homo sapiens, human history, human nature, history documentary, ancient life explained, male chickens, rooster meat, chicken farming, egg farming, egg production, broiler chickens, laying hens, roosters, hens, chicken eggs, chicken history, history of chickens, domestication of chickens, chicken evolution, selective breeding",27,0:00 The Mystery of the Missing Male Chickens | 0:48 Can You Actually Eat Male Chickens? | 1:38 Egg Chickens vs Meat Chickens | 2:30 Why Male Chicks Create a Problem | 3:24 The Rise of Specialized Chickens | 4:18 What Happens to Male Chicks? | 5:10 The Technology Trying to Solve the Problem | 6:02 Why People Still Eat Roosters | 6:50 How Roosters Were Once Valuable | 7:25 How Industrial Farming Changed Everything | 8:03 The Strange Fate of the Male Chicken,"#Chicken #AnimalHistory #AncientHistory

🐔 Why Don't We Eat Male Chickens? | The Strange Problem Humans Created

Every chicken you eat came from a chicken family... but when you buy eggs, where are all the brothers?

A hen can produce hundreds of eggs every year. A rooster produces none. And that creates one of the strangest problems in modern agriculture: roughly half of the chicks born in egg production are male.

So what happens to them?

In this video, we'll discover why humans created two completely different types of chickens—one optimized for eggs and another for meat—and why male chicks from egg-laying breeds became an unexpected problem.

You'll discover:

Why male chickens aren't commonly raised for meat
Why male chickens can absolutely be eaten
The difference between laying hens and broiler chickens
How humans turned chickens into specialized ""egg machines"" and ""meat machines""
Why broiler chickens grow so much faster
What happened to male chicks throughout the history of egg farming
What male chick culling means
How scientists developed in-ovo sexing technology
Why some cultures still eat roosters
Why roosters were once valuable for breeding, status, and culture
How industrial farming changed the value of male chickens
How humans reshaped the chicken through selective breeding
Why the modern chicken is so different from its wild ancestor

The strangest part?

The male chicken isn't useless because of biology.

It's often considered economically inefficient because humans built an agricultural system designed around specialization.

One bird became an egg producer. Another became a meat producer. And the male offspring of the egg-producing bird ended up caught in the middle.

This is the fascinating story of how humans transformed one wild jungle bird into one of the most specialized animals on Earth.

⏱️ Chapters

00:00 - The Mystery of the Missing Male Chickens
00:48 - Can You Actually Eat Male Chickens?
01:38 - Egg Chickens vs Meat Chickens
02:30 - Why Male Chicks Create a Problem
03:24 - The Rise of Specialized Chickens
04:18 - What Happens to Male Chicks?
05:10 - The Technology Trying to Solve the Problem
06:02 - Why People Still Eat Roosters
06:50 - How Roosters Were Once Valuable
07:25 - How Industrial Farming Changed Everything
08:03 - The Strange Fate of the Male Chicken

#chicken  #humanhistory   #agriculture  #farming  #eggs  #rooster  #Hens",2404
b8i_dNiCAj0,https://youtu.be/b8i_dNiCAj0,82,Why Don't We Eat Predator Meat?,31,6,CAEL,20,2026-08-07,37,9:41,581,LONG,1970,0,33,53.2,98.5,0.0,1.675,https://i.ytimg.com/vi/b8i_dNiCAj0/maxresdefault.jpg,https://i.ytimg.com/vi/b8i_dNiCAj0/maxresdefault.jpg,"#NatureFacts, #DidYouKnow, #Ecology, #Predators, #ScienceExplained, #AnimalFacts, #FoodChain, #WildlifeFacts, #ScienceFacts",9,,"Why do humans eat cows, deer, and chickens—but almost never lions, wolves, or eagles?

At first glance, it seems like a strange coincidence. But the real answer goes far beyond taste. Across almost every civilization in history, humans independently avoided making predators a regular part of their diet.

In this video, we explore the hidden science behind predator meat—from the brutal energy loss that occurs at the top of the food chain, to dangerous parasites, toxin buildup, vitamin A poisoning, and the ancient religious laws that banned carnivores long before modern biology explained why.

You'll discover why farming predators makes almost no sense, how toxins become more concentrated at the top of the food chain, and why cultures separated by thousands of miles reached remarkably similar conclusions.

Key topics covered:
• The 10% Energy Transfer Rule (Raymond Lindeman, 1942)
• Why predator meat contains more parasites and harmful toxins
• DDT, biomagnification, and the bald eagle population collapse
• Douglas Mawson's Antarctic expedition and vitamin A poisoning
• Leviticus 11 and Islamic dietary laws on carnivores
• The modern lion bone trade and conservation concerns

Sources:
• Lindeman, R.L. (1942), The Trophic-Dynamic Aspect of Ecology
• EPA – DDT & Bald Eagles
• NCBI – Hypervitaminosis A (Polar Bear Liver Toxicity)
• Leviticus 11 – Bible Gateway
• National Geographic – Lion Bone Trade in South Africa

Disclaimer:
This video is for educational and informational purposes only. It is not medical, dietary, or legal advice. Always consult qualified professionals and verified scientific or wildlife conservation sources for specific guidance.

#WildlifeFacts #FoodChain #AnimalFacts #ScienceExplained #Predators #Ecology #DidYouKnow #NatureFacts",1776
J1Wg1LIiZJQ,https://youtu.be/J1Wg1LIiZJQ,81,Why Don't We Eat Hippos? (The Answer Is Terrifying),51,9,Phyrix ,851,2026-09-10,3,10:33,633,LONG,21074,50,9,7024.7,24.76,0.24,0.043,https://i.ytimg.com/vi/J1Wg1LIiZJQ/maxresdefault.jpg,https://i.ytimg.com/vi/J1Wg1LIiZJQ/maxresdefault.jpg,"american food history, us science facts, texas wildlife, american animal facts, wildlife facts, invasive species, can you eat hippo",7,0:00 Introduction | 1:00 Are hippos really that dangerous? | 2:30 The biology of hippo meat | 4:00 The real reason we don't eat them | 5:30 The American Hippo Bill,"Hippos kill more people in Africa than almost any other animal  — yet you've never seen hippo steak on a menu. Why? Is it the danger? The taste? Or something much darker? In this video, we explore why hippo meat has been avoided across cultures for centuries, what it actually tastes like according to the few people who've eaten it, and the real reasons you'll never find it at a restaurant. 
____________
00:00 - Introduction 
01:00 - Are hippos really that dangerous? 
02:30 - The biology of hippo meat 
04:00 - The real reason we don't eat them 
05:30 - The American Hippo Bill 
____________
🔔 Subscribe for weekly animal science and history facts.
____________
#HippoMeat #AnimalFacts #WhyDontWeEat #ScienceExplained #FoodHistory #InterestingFacts #DangerousAnimals #WildlifeDocumentary #HippopotamusFacts #FoodScience",823
WRCvafvXO_s,https://youtu.be/WRCvafvXO_s,78,Why Did Ancient Greeks Refuse To Eat Beef ?,43,9,Phyrix ,851,2026-08-20,24,8:22,502,LONG,17331,51,2,722.1,20.37,0.29,0.012,https://i.ytimg.com/vi/WRCvafvXO_s/maxresdefault.jpg,https://i.ytimg.com/vi/WRCvafvXO_s/maxresdefault.jpg,,0,,"Why Ancient Greeks Chose Wild Boar Over Every Other Meat?

Every civilization has a food that defines them. For Ancient Greece — the culture that gave the world philosophy, democracy, and the Olympic Games — that food wasn't what you'd expect.

While beef dominates modern diets, Ancient Greeks almost never ate it. Not because they couldn't. Because they chose not to. And the reason why reveals something fascinating about how they thought, what they valued, and how they lived.

In this video, we break down why Ancient Greeks avoided beef, why wild boar became the most prestigious meat in their entire civilization, and what the hunt behind that meal says about Greek culture at its core.

🏛️ What You'll Learn:

Why killing a cow in Ancient Greece was financial suicide
What the average Greek actually ate every single day
Why wild boar hunting was a rite of passage — not a hobby
How Greek mythology glorified the boar hunt above everything else
The one situation where Greeks DID eat beef — and who controlled it

🔔 Subscribe for weekly deep dives into how the Ancient Greeks really lived — the food, the rituals, the mindset, and the habits that built one of history's greatest civilizations.

#AncientGreece #GreekHistory #AncientWorld #animals",1254
JRMGda9pW5Y,https://youtu.be/JRMGda9pW5Y,69,Why Can’t Humans Eat Predator Meat?,35,6,CIPHER UNIT,12700,2026-07-26,49,10:00,600,LONG,47795,521,82,975.4,3.76,1.09,0.172,https://i.ytimg.com/vi/JRMGda9pW5Y/maxresdefault.jpg,https://i.ytimg.com/vi/JRMGda9pW5Y/maxresdefault.jpg,,0,"0:00 Introduction: The Wolf You Just Killed | 0:40 Would Predator Meat Actually Kill You? | 1:15 Reason 1: Bioaccumulation | 2:00 Biomagnification Explained | 2:45 The Polar Bear Liver That Kills Humans | 3:30 Eagles, Lions & Shark Mercury | 4:10 Reason 2: It Tastes Terrible | 4:55 Myoglobin & Why Predator Meat Smells Rancid | 5:35 Reason 3: Pure Economics | 6:20 Why Hunting Predators Was Never Worth It | 7:00 Reason 4: Parasite Risk | 7:45 Trichinella — The Worm Inside The Meat | 8:30 Ancient Food Taboos & Cultural Laws | 9:10 What About Today? | 9:50 The Hidden Rule Of Nature | 10:20 Conclusion","Imagine you’re stranded in the wilderness with no food. A deer walks by… but you miss it. Then a wolf appears. You somehow manage to kill it. So why not eat it?
Throughout history, humans have almost always chosen to eat prey animals like deer, cows, rabbits, and fish — and avoided predators like wolves, lions, bears, and sharks. But why?
Is predator meat poisonous? Does it taste bad? Or is there a much deeper reason our ancestors avoided eating the hunters of the animal kingdom?
In this video we break down the four hidden reasons humans don’t eat predators — from the terrifying science of biomagnification and polar bear liver toxicity, to the economics of ancient hunting, to the parasite called Trichinella that burrowed its way into cultural taboos across every civilization on Earth.
The answer reveals a quiet but firm biological rule buried deep inside nature itself — one that most people have never heard of.
🔔 Subscribe for more educational explainer videos every week.
👍 Like this video if you learned something new.
💬 Drop a comment — would YOU eat predator meat if you had the chance?

⏱️ TIMESTAMPS:
0:00 — Introduction: The Wolf You Just Killed
0:40 — Would Predator Meat Actually Kill You?
1:15 — Reason 1: Bioaccumulation
2:00 — Biomagnification Explained
2:45 — The Polar Bear Liver That Kills Humans
3:30 — Eagles, Lions & Shark Mercury
4:10 — Reason 2: It Tastes Terrible
4:55 — Myoglobin & Why Predator Meat Smells Rancid
5:35 — Reason 3: Pure Economics
6:20 — Why Hunting Predators Was Never Worth It
7:00 — Reason 4: Parasite Risk
7:45 — Trichinella — The Worm Inside The Meat
8:30 — Ancient Food Taboos & Cultural Laws
9:10 — What About Today?
9:50 — The Hidden Rule Of Nature
10:20 — Conclusion

#PredatorMeat #WhyCantHumansEatPredators #AnimalFacts #Bioaccumulation #Biomagnification #Trichinella #FoodChain #NatureScience #WildlifeEducation #HumanEvolution #ScienceExplained #EducationalAnimation #AnimalBiology #PolarBearLiver #FoodTaboos #AncientHumans #NaturalSelection #ExplainerVideo #LearnOnYouTube #HiddenScienceFacts #FoodScience #AnimalKingdom #PreyVsPredator #SurvivalScience #NatureDocumentary",2138
dqvtsVF-YTc,https://youtu.be/dqvtsVF-YTc,56,Why Can't We Eat Predator Meat ?,32,7,Phyrix ,851,2026-07-25,50,8:11,491,LONG,12703,274,39,254.1,14.93,2.16,0.307,https://i.ytimg.com/vi/dqvtsVF-YTc/sddefault.jpg,https://i.ytimg.com/vi/dqvtsVF-YTc/maxresdefault.jpg,"Evolution, Biology, Human Evolution, Anthropology, Speculative Evolution, Ancient Humans, Prehistoric Life, Science Explained, Animal Behavior, Zoology, Early Humans, Documentary, Survival, Science Mysteries, Human Origins, human behavior explained, dark psychology facts, animal facts, why can't we eat predator meat, food science facts, animal kingdom facts, educational science video, ancient human diet, carnivore meat",24,0:00 The Mystery of the Predator Diet | 1:15 The Biology of Bioaccumulation | 2:45 Energy Loss in the Food Chain | 4:15 Why Predators Taste Different | 5:30 Health Risks: Parasites and Pathogens | 6:45 The Economic Reality of Farming Predators | 7:30 Evolution and Our Natural Aversions | 8:11 Conclusion: Why Herbivores Win Our Plates,"You're at a restaurant.

A perfectly cooked piece of meat lands in front of you.

Then the waiter says: ""That's lion.""

And something inside you immediately says... no.

But WHY?

We eat cows, pigs, chickens, fish, snails, and insects.
We will eat almost anything that was once alive.

So why does predator meat stop us every time?

The answer isn't culture. It isn't squeamishness.

It's biology, chemistry, and thousands of years of 
survival knowledge firing at the same time — in the 
space between your fork and your mouth.

──────────────────────────────────────
📌 WHAT YOU'LL LEARN IN THIS VIDEO
──────────────────────────────────────

✅ Why predator meat tastes so terrible — the biology 
   behind the sourness and toughness
✅ What biomagnification does to a lion's organs — 
   and why some predator tissue is classified as 
   hazardous waste
✅ Why raising predators for food is mathematically 
   catastrophic
✅ The real reason your body instinctively rejects 
   the idea — before your brain even processes it
✅ What this says about every food instinct you have

──────────────────────────────────────
⏱️ TIMESTAMPS
──────────────────────────────────────

0:00 The Mystery of the Predator Diet
1:15 The Biology of Bioaccumulation
2:45 Energy Loss in the Food Chain
4:15 Why Predators Taste Different
5:30 Health Risks: Parasites and Pathogens
6:45 The Economic Reality of Farming Predators
7:30 Evolution and Our Natural Aversions
8:11 Conclusion: Why Herbivores Win Our Plates

──────────────────────────────────────
📚 SOURCES & FURTHER READING
──────────────────────────────────────

→ Biomagnification & Top Predator Toxin Accumulation
  — Environmental Science & Technology Journal
→ Mercury & PCB Concentrations in Shark Liver Tissue
  — Marine Pollution Bulletin
→ Polar Bear Fat Tissue Toxicology Studies
  — Arctic Institute of North America
→ Lactic Acid Buildup in High-Performance Mammal 
  Muscle Tissue — Journal of Experimental Biology
→ The Ten Percent Rule — Lindeman (1942), Ecology

──────────────────────────────────────
🔔 NEW VIDEO EVERY WEEK
──────────────────────────────────────

Phyrix explores the hidden science and ancient history 
behind the things you never thought to question.

Every week we take one ordinary question and follow it 
all the way down — until the answer changes the way 
you see the world.

Subscribe so you never miss one.

──────────────────────────────────────
📱 FIND US
──────────────────────────────────────

YouTube → @phyrix_04
──────────────────────────────────────

#predator #wildlife #science #nature #biology #food 
#evolution #lion #tiger #wolf #animalbehavior #facts 
#didyouknow #funfacts #education #educational 
#sciencefacts #naturefacts #animalkingdom #foodscience 
#chemistry #biomagnification #ecology #foodchain 
#amazingfacts #mindblowing #learnontiktok #animated 
#facelessyoutube",2864
pLgZW4EFrnk,https://youtu.be/pLgZW4EFrnk,52,Why Ancient Humans Rarely Ate Predator Meat — Explained Simply,62,10,Clever Humans,230,2026-07-30,45,18:36,1116,LONG,9310,0,21,206.9,40.48,0.0,0.226,https://i.ytimg.com/vi/pLgZW4EFrnk/qhddefault.jpg,https://i.ytimg.com/vi/pLgZW4EFrnk/maxresdefault.jpg,"ancient humans, human evolution, predator meat, science explained, animal facts, prehistoric humans, wildlife facts, evolution explained, animal behavior, apex predators, anthropology, apex predator, human origins, ancient history, educational animation, science documentary, early humans, interesting facts, weird animal facts, ancient human history, human ancestors, stick figure animation",22,,"Why Ancient Humans Rarely Ate Predator Meat — Explained Simply explores a surprisingly practical question about ancient humans: if lions, wolves, bears, and other apex predators contain edible meat, why did prehistoric humans so rarely hunt them as ordinary food?

This educational animation follows the evidence from anthropology, human evolution, and ancient history. It examines danger, parasites, lean meat, changing animal condition, archaeological cut marks, and the ecology of the food chain. The main answer was not a universal taboo or a simple question of taste. In most environments, predators were scarce, difficult to locate, dangerous to confront, and usually offered a worse return than abundant herd animals.

Along the way, this science documentary looks at cave-lion and bear remains, predator hides and claws, aquatic exceptions such as predatory fish, and the decisions that shaped early humans and other human ancestors. It is science explained through stick figure animation, combining wildlife facts, animal behavior, animal facts, and evolution explained without overstating what the surviving evidence can prove.

If you enjoy human origins, ancient human history, interesting facts, weird animal facts, and clear explanations of the natural world, like the video, share it, and subscribe for more.

Topics and keywords: ancient humans, human evolution, predator meat, science explained, animal facts, prehistoric humans, wildlife facts, evolution explained, animal behavior, apex predators, anthropology, apex predator, human origins, ancient history, educational animation, science documentary, early humans, interesting facts, weird animal facts, ancient human history, human ancestors, stick figure animation

#HumanEvolution #AncientHumans #ScienceExplained",1787
